treatment	RT	RT	RT	RT	C	C	C	C	RT	RT	RT	RT	C	C	C	C	RT	RT	RT	RT	C	C	C	C	RT	RT	RT	RT	C	C	C	C
glucose	0.725871954	0.469767498	0.305083933	0.530843594	0.669877718	0.617883772	0.948175475	0.662598871	0.998734949	0.459235739	0.779506792	0.988341429	0.328698051	0.554020336	0.458746737	0.424545945	0.946220513	0.685487499	0.143918203	0.34519842	0.049486314	0.173086247	0.973487604	0.129542425	0.746764827	0.101345951	0.359518998	0.053615222	0.036740471	0.160278966	0.972789339	0.625528259
gluconic acid	0.625965921	0.505259158	0.999173779	0.103522514	0.812061609	0.821881976	0.862403078	0.863711966	0.802887989	0.625691779	0.71266063	0.952083001	0.021997698	0.491788511	0.996805234	0.463843568	0.724351011	0.622401643	0.933418319	0.448373679	0.323933393	0.743039092	0.738994293	0.005859029	0.34534512	0.132025459	0.091217974	0.59499021	0.05529076	0.884427366	0.274902512	0.258183544
glucoheptulose	0.950834075	0.690690019	0.712016683	0.837597011	0.503765141	0.311537182	0.273372555	0.40464723	0.843255199	0.142268805	0.73396284	0.931699831	0.22170127	0.625087597	0.739399576	0.911533624	0.196395813	0.756216985	0.532398176	0.280565158	0.836016062	0.208246391	0.033796555	0.598024328	0.092633114	0.614275931	0.911242607	0.229759117	0.90925206	0.399591174	0.797600798	0.140590027
galacturonic acid	0.441874295	0.158116395	0.714620644	0.810807683	0.308206706	0.909108957	0.912469014	0.896743434	0.801098868	0.036365987	0.364787818	0.214594789	0.162544689	0.522473378	0.4841611	0.289352358	0.398848729	0.077519957	0.926455591	0.40189202	0.929974259	0.551534215	0.591509329	0.004825573	0.798843719	0.235275701	0.280324179	0.906882493	0.703959701	0.150670547	0.26040927	0.385392701
galactonic acid	0.954549924	0.963726196	0.202314417	0.434085051	0.017058452	0.994659663	0.868415051	0.591312133	0.585251455	0.783626916	0.843162674	0.831685956	0.56903022	0.549970364	0.784313056	0.221392557	0.062092824	0.565848217	0.146118871	0.417318699	0.546939201	0.717498861	0.996046098	0.397083257	0.548566059	0.557820708	0.42300868	0.715894246	0.723118672	0.185356281	0.061137491	0.119263043
fumaric acid	0.011361615	0.667480706	0.283762315	0.969050083	0.432602946	0.303460076	0.391378549	0.118337774	0.526978477	0.19114537	0.04093443	0.816782674	0.688988493	0.730980155	0.232346422	0.735949686	0.930126195	0.130168635	0.256154816	0.657163185	0.876024664	0.300314592	0.491409029	0.096299056	0.282609001	0.192251447	0.380403978	0.006309743	0.876405217	0.112353492	0.808361148	0.507611354
fucose	0.188805629	0.479666283	0.72297996	0.106267504	0.066123026	0.667097407	0.511272939	0.083307972	0.655434867	0.07616662	0.701308977	0.622388801	0.515551841	0.275092144	0.719889077	0.59312358	0.182965016	0.189490526	0.854367408	0.47839497	0.283730859	0.409132829	0.081058663	0.442695662	0.899144575	0.4863444	0.840639442	0.803727106	0.963793438	0.879005957	0.39812285	0.94915596
fructose	0.500663113	0.43629089	0.63125879	0.844387063	0.205355103	0.118267141	0.952053548	0.203025949	0.518409354	0.779070803	0.504351882	0.351211163	0.302502757	0.466197661	0.057198549	0.871499411	0.369424628	0.617679409	0.525198268	0.151040459	0.582636842	0.244954937	0.552864887	0.196994089	0.135868645	0.28254875	0.293342769	0.863998369	0.158003404	0.938224152	0.53419319	0.208914798
ethanolamine	0.575660345	0.380164941	0.744459523	0.908734775	0.186364154	0.211177905	0.544544608	0.218484269	0.316984238	0.960393822	0.084117995	0.022599454	0.851738696	0.27780296	0.926793172	0.693160482	0.352197696	0.078677552	0.286535519	0.252984829	0.930047304	0.392089156	0.134369735	0.802833528	0.812364845	0.264754493	0.741415482	0.098747244	0.75800604	0.673416751	0.999383315	0.925131312
docosahexaenoic acid	0.225095669	0.019971355	0.683739126	0.692369858	0.402987132	0.558325534	0.645745104	0.428371867	0.717839204	0.833083544	0.696344779	0.426579074	0.563059331	0.177383764	0.557203767	0.296233457	0.80020368	0.381935432	0.445233762	0.048315892	0.584971919	0.443188436	0.480325209	0.289158828	0.042544064	0.697825375	0.602759288	0.892530236	0.013227178	0.583227135	0.481857384	0.830841465
deoxypentitol	0.054995681	0.72176524	0.130778992	0.646679016	0.353096513	0.198238066	0.98399549	0.770534797	0.301144345	0.32687934	0.230636689	0.231770579	0.074947572	0.931653611	0.466343248	0.165547692	0.104606617	0.865819134	0.323336812	0.744060454	0.471911183	0.172235609	0.014836018	0.396331077	0.951694919	0.515983902	0.300332247	0.048879423	0.812041583	0.508120075	0.255729791	0.356612551
dehydroascorbic acid	0.718535985	0.915736896	0.633106448	0.094128579	0.770469048	0.71150762	0.139515747	0.490782292	0.408364915	0.336678952	0.282350222	0.845063445	0.383858934	0.484616711	0.4836818	0.373055045	0.683527191	0.122933402	0.145273428	0.342179144	0.540317863	0.101690621	0.564677338	0.855652897	0.089274896	0.895728185	0.1979331	0.132052397	0.722135956	0.401943059	0.934681171	0.809838625
cystine	0.810222923	0.401227144	0.818875195	0.690266874	0.738117978	0.136284876	0.534490324	0.944154903	0.278007416	0.554571232	0.630812265	0.817569367	0.316946534	0.064636442	0.805009024	0.971347548	0.60990608	0.535718652	0.358387584	0.984143024	0.531514948	0.74077586	0.814193259	0.53877016	0.052669413	0.341081035	0.746574403	0.634336789	0.819073678	0.845228572	0.483511048	0.135962587
cysteine	0.738684685	0.780713717	0.587340956	0.908830804	0.551934624	0.855508122	0.743697677	0.842223124	0.216934917	0.768145234	0.780964696	0.430249677	0.710208019	0.999604384	0.927047917	0.289186959	0.451504849	0.169726918	0.054880922	0.269753785	0.570919038	0.62643424	0.441504403	0.687123809	0.895592136	0.109753517	0.065459924	0.218413767	0.642520762	0.487222028	0.378984592	0.395207703
creatinine	0.195800836	0.127712619	0.961157701	0.928367271	0.240693767	0.037682639	0.217176045	0.013650092	0.608200553	0.70224144	0.563941283	0.433656051	0.452880771	0.834714348	0.558302812	0.911454531	0.615698492	0.722319576	0.709867266	0.998555622	0.849890489	0.523213831	0.20984943	0.475502713	0.984051362	0.799794199	0.115648368	0.840194472	0.519016811	0.282076494	0.499155233	0.047384803
conduritol-beta-expoxide	0.47409186	0.425242408	0.659310979	0.117096391	0.34773479	0.412035623	0.691449565	0.829450982	0.164261286	0.720329752	0.593067008	0.92173872	0.33144427	0.973885134	0.795555323	0.061409164	0.403717502	0.79598245	0.112542957	0.538070628	0.652908993	0.530123479	0.739190392	0.363210023	0.652140931	0.530618879	0.648019027	0.35815273	0.271040634	0.993426975	0.732114956	0.92455702
citrulline	0.245267435	0.444918012	0.935799555	0.546695545	0.921698279	0.318561256	0.188137871	0.715595138	0.604746615	0.079640889	0.843422447	0.295679798	0.08754808	0.327173299	0.412213311	0.222880707	0.742625675	0.204359169	0.327907697	0.414142915	0.064949712	0.327889408	0.941844284	0.575795406	0.542374985	0.456410627	0.808979524	0.491685793	0.262661494	0.074666694	0.020074395	0.948486171
citric acid	0.000205708	0.552095618	0.762327141	0.468063158	0.086537618	0.621551115	0.319398375	0.619590097	0.48370514	0.639280149	0.680262757	0.656637354	0.004956963	0.725767549	0.407765486	0.422461734	0.569612669	0.04951124	0.132399063	0.459483524	0.730568156	0.675854102	0.942852761	0.576614464	0.207976368	0.266236225	0.881297239	0.163847226	0.087217678	0.621988324	0.852568726	0.912113551
cis-gondoic acid	0.56587189	0.59209282	0.725550359	0.511178012	0.050595249	0.638495848	0.914866638	0.05423763	0.707149241	0.173390194	0.257725241	0.465527522	0.903634625	0.988396323	0.856057052	0.883870704	0.761156779	0.717957364	0.894888796	0.349438349	0.233378482	0.631790487	0.705491744	0.006132612	0.892548168	0.025022809	0.98418697	0.920158172	0.035859272	0.54203903	0.628816285	0.357711401
cholic acid	0.796053499	0.446554097	0.198217541	0.721165154	0.231166706	0.72383131	0.056881442	0.247033528	0.052595978	0.538548158	0.261735699	0.982823831	0.227839745	0.108331418	0.413908325	0.492606824	0.348192386	0.618807629	0.841685049	0.311683799	0.270689823	0.145443795	0.420499586	0.677968549	0.803893976	0.698249829	0.356200977	0.361332107	0.48328869	0.698260193	0.083421344	0.536644305
cholesterol	0.943630494	0.413463305	0.411591781	0.536377938	0.729609315	0.458594222	0.479592438	0.381272678	0.026267726	0.972899514	0.707679949	0.610306615	0.131067071	0.507080654	0.039374663	0.627433562	0.34165818	0.826296364	0.52936317	0.770200414	0.217629753	0.954534503	0.59301682	0.72033731	0.765807991	0.277359906	0.533473221	0.023467628	0.88441582	0.128940703	0.971819427	0.041790618
capric acid	0.844296883	0.836243997	0.476907038	0.638547873	0.752249658	0.914518261	0.036685834	0.498382887	0.318792726	0.46461162	0.846435112	0.567935171	0.801143447	0.154057664	0.779781217	0.943112434	0.783478056	0.92080121	0.441309014	0.09598598	0.540857129	0.87205456	0.882793042	0.763243288	0.696231078	9.677E-05	0.909775735	0.67301821	0.881790717	0.660986488	0.332292474	0.889904139
butane-2,3-diol NIST	0.04476896	0.71763794	0.675591145	0.420978173	0.066250579	0.15082961	0.142810057	0.411801565	0.581268201	0.322071781	0.267270823	0.415398793	0.968036478	0.377101525	0.219254519	0.175040877	0.231172977	0.828716808	0.244284328	0.820360478	0.266151551	0.32245511	0.721115275	0.851305535	0.626266732	0.656485369	0.481470824	0.994993063	0.475980784	0.942362396	0.213492403	0.648197855
benzylalcohol	0.041056037	0.752089639	0.120309264	0.59098559	0.832461979	0.012252499	0.611296155	0.035361332	0.773615845	0.505074841	0.333772564	0.499357192	0.225329804	0.166282143	0.089374857	0.790340617	0.361110021	0.419292072	0.212694768	0.886966151	0.803443679	0.202519346	0.701878165	0.429618483	0.285334426	0.774561008	0.547324262	0.314128276	0.326763658	0.626149358	0.196180466	0.699697491
benzoic acid	0.485464824	0.612276583	0.486606522	0.567077065	0.493913215	0.513988696	0.97094671	0.152753298	0.401315397	0.900537237	0.363069287	0.299733999	0.403739084	0.578215937	0.808381692	0.819667741	0.795384448	0.579760228	0.035184543	0.668305547	0.176101366	0.973005461	0.528583399	0.701581353	0.997799368	0.728589272	0.091779724	0.746316841	0.575164204	0.977424646	0.325753883	0.843776907
behenic acid	0.602719944	0.277930508	0.38887307	0.261767216	0.602032077	0.674721051	0.542433956	0.839068927	0.859974733	0.212675255	0.210026333	0.582217658	0.966573292	0.269961039	0.73322276	0.362894379	0.382488413	0.034408131	0.806200702	0.90139366	0.450099824	0.24500759	0.364609426	0.190135304	0.431312403	0.822105619	0.263442991	0.501434746	0.540796719	0.253719409	0.630715298	0.85854083
aspartic acid	0.880995842	0.887692351	0.745666468	0.186746685	0.425838713	0.645662695	0.645609965	0.838139877	0.363173713	0.2476615	0.030617875	0.950990518	0.018334819	0.004246741	0.375626027	0.687835819	0.199045857	0.263756081	0.389615312	0.108909259	0.316823678	0.874242662	0.100079887	0.835321118	0.171028957	0.540269672	0.005943067	0.849854941	0.389140287	0.827689576	0.841873371	0.600811811
asparagine	0.373170652	0.558506754	0.741151602	0.846693904	0.299962256	0.964233617	0.493992491	0.788776835	0.329679236	0.058098865	0.525505946	0.610876434	0.532889526	0.381590524	0.349074885	0.550461019	0.917991895	0.846558737	0.717915094	0.526184524	0.593469152	0.108415619	0.324744899	0.522440776	0.762927004	0.799844523	0.47829089	0.944613734	0.335950381	0.112313453	0.71659881	0.42236922
arachidonic acid	0.215808718	0.052265409	0.286122383	0.56274678	0.201548712	0.578673682	0.269384064	0.573521325	0.479522624	0.102057238	0.292493331	0.680200137	0.555461785	0.344504743	0.82042909	0.192652157	0.093905926	0.527203461	0.590617671	0.930403289	0.452872115	0.236391875	0.453374301	0.56766332	0.166062094	0.213601873	0.920261934	0.103525644	0.51087492	0.166140911	0.454129475	0.698994311
arachidic acid	0.850500675	0.023679167	0.592300373	0.712950653	0.331159689	0.908315264	0.950184104	0.746598529	0.220413096	0.611255595	0.079415146	0.048253504	0.724718388	0.627942943	0.090385706	0.210088282	0.685158858	0.126809105	0.707930581	0.453406376	0.915223773	0.773415879	0.094034843	0.423086865	0.890094302	0.957719946	0.869276421	0.791664598	0.19072562	0.789279542	0.079928637	0.161690415
arabinose	0.831282141	0.506698906	0.846837722	0.797270077	0.99576251	0.800437369	0.559912407	0.557490528	0.648575066	0.744585281	0.530453113	0.695578207	0.254505498	0.606610312	0.140067674	0.724911646	0.972529712	0.398560988	0.013458976	0.717969948	0.419558741	0.557491854	0.709157161	0.551619138	0.58175688	0.200871198	0.121982424	0.01728982	0.95135755	0.953379234	0.876442372	0.567108989
aminomalonate	0.632468825	0.756759223	0.761423886	0.598198976	0.662438942	0.20994803	0.452790934	0.915393029	0.508185827	0.823919764	0.936831164	0.099402602	0.705045876	0.127212612	0.469259455	0.202480706	0.575858191	0.714284574	0.082546371	0.41405607	0.47929141	0.35648117	0.045478596	0.609858602	0.654412692	0.542689115	0.404559165	0.319320833	0.787246156	0.359725797	0.136899612	0.606616522
alpha-ketoglutarate	0.550759492	0.700258282	0.002053925	0.809461764	0.633049093	0.345584932	0.191569419	0.13086975	0.514919277	0.008527841	0.531430094	0.441044587	0.448688502	0.918931695	0.306609858	0.005077949	0.401010721	0.849719337	0.825521645	0.187613314	0.325746141	0.945681024	0.459576513	0.65682962	0.255833282	0.922532605	0.838887194	0.906994113	0.025259609	0.362004044	0.433170305	0.18883965
alpha-aminoadipic acid	0.665389238	0.591024269	0.559054027	0.640539103	0.617821847	0.773331315	0.799164466	0.392482483	0.679714006	0.17003527	0.326970642	0.517604001	0.748208767	0.875335522	0.531175084	0.04371645	0.125535917	0.300030042	0.954974022	0.693949197	0.581589688	0.094765871	0.227499935	0.50934126	0.85621967	0.952442318	0.575755729	0.800503164	0.960662666	0.165523458	0.199237262	0.556689615
allantoic acid	0.518418723	0.588017624	0.55480025	0.587211638	0.252629199	0.47478901	0.480095603	0.256824177	0.905442824	0.967652057	0.511611372	0.232398918	0.879245511	0.703602316	0.129518394	0.710752973	0.308065972	0.331825746	0.693791228	0.306865704	0.883715639	0.001317016	0.978875834	0.767233102	0.814872012	0.801706328	0.523365774	0.481010638	0.517615566	0.109174599	0.88522033	0.457918527
alanine	0.805124574	0.986697566	0.528675524	0.898247877	0.354997896	0.679342929	0.893002688	0.080472526	0.113649817	0.385563639	0.600399343	0.096800771	0.639442329	0.30779247	0.620784171	0.173781906	0.00044618	0.988534058	0.963002976	0.21176288	0.687384074	0.269414781	0.314323983	0.1474216	0.377584294	0.294971942	0.665673712	0.933682392	0.183120292	0.273878639	0.736047847	0.284423305
adipic acid	0.208510808	0.884950886	0.976306825	0.162916313	0.731049653	0.436322428	0.804687071	0.252546542	0.295754678	0.755274116	0.095592612	0.240294833	0.238366349	0.184138422	0.389463136	0.939012732	0.770475801	0.118380239	0.416776565	0.600807836	0.551561218	0.10580777	0.567918833	0.565802184	0.865900145	0.95406101	0.754734251	0.314140466	0.392948383	0.966790544	0.387632215	0.221131221
aconitic acid	0.135245486	0.519724333	0.754897009	0.730946022	0.110756072	0.464717883	0.644330476	0.431771691	0.674056665	0.140476038	0.808755093	0.451872226	0.96286845	0.024395338	0.333716629	0.622374073	0.988597255	0.031335676	0.609895059	0.979437494	0.570638643	0.856966006	0.169984905	0.749162564	0.570710162	0.997463011	0.673627773	0.255774113	0.853476693	0.06289066	0.825317405	0.811087528
acetophenone NIST	0.441593563	0.535534473	0.099422844	0.508098149	0.027601266	0.875403493	0.112772311	0.06629526	0.597042286	0.50041729	0.934297289	0.795473309	0.410362859	0.548431951	0.021434573	0.553001049	0.831081887	0.741993803	0.367987485	0.428959233	0.515192864	0.752103267	0.859918211	0.670024109	0.937211337	0.307514067	0.791073221	0.411598467	0.032287268	0.978641955	0.980299613	0.550559933
5-methoxytryptamine	0.172113294	0.196952781	0.993782337	0.712055842	0.998136786	0.516710428	0.813162043	0.274797423	0.467771239	0.371974092	0.480535701	0.360067312	0.621978008	0.951937373	0.134902808	0.33359377	0.340762744	0.314198955	0.398037271	0.75174022	0.435292173	0.519796837	0.179659947	0.531315568	0.201783455	0.995379711	0.682268823	0.082503879	0.976403204	0.450271716	0.668969834	0.865651494
5-hydroxy-3-indoleacetic acid	0.442489015	0.805251903	0.68237298	0.931690172	0.396882307	0.072447711	0.977747441	0.103006096	0.487601785	0.162531327	0.080620147	0.984188015	0.315658334	0.2726657	0.354098171	0.84350326	0.766339488	0.873637739	0.755234687	0.190818718	0.328107413	0.617207258	0.949422404	0.871786267	0.185360373	0.589716764	0.291551336	0.324325696	0.58512499	0.988613288	0.292219955	0.421458808
4-hydroxyphenylacetic acid	0.430529776	0.762048429	0.446667319	0.765645665	0.873157947	0.919390102	0.898621482	0.843562991	0.701075013	0.912631856	0.698309718	0.59127692	0.062875212	0.505610902	0.323037195	0.995228433	0.487125847	0.448204305	0.833801231	0.119204912	0.851588523	0.690615414	0.377700479	0.25318135	0.823349239	0.670352462	0.065111006	0.642647557	0.003556852	0.473885332	0.550705459	0.262644201
3-phosphoglycerate	0.383333746	0.54548798	0.411979697	0.061627012	0.258741444	0.424002434	0.013887617	0.43453843	0.412874309	0.97319713	0.663664475	0.077588547	0.139778914	0.156392204	0.308035259	0.254354656	0.637572135	0.765121351	0.288200518	0.735425056	0.952809031	0.815263349	0.578419225	0.048228364	0.670653332	0.169574101	0.715297098	0.087590623	0.315346558	0.316840597	0.315632402	0.015344758
3-hydroxyphenylacetic acid	0.873323559	0.515586339	0.362268143	0.228630044	0.367901088	0.661196004	0.953283967	0.799174488	0.014411157	0.796368522	0.864546623	0.408469571	0.906907324	0.119220991	0.192539228	0.833509851	0.446467483	0.332510224	0.87143753	0.038401124	0.960003634	0.328453411	0.922311715	0.754463605	0.231377225	0.499711923	0.639485745	0.164771281	0.592875089	0.428971202	0.585926863	0.761892554
3-hydroxybutyric acid	0.513452166	0.121511217	0.509282325	0.419593255	0.428463837	0.117430661	0.130612039	0.147906772	0.263820394	0.915037635	0.534450934	0.455174647	0.76790719	0.939359542	0.292505738	0.480362785	0.620920685	0.219869064	0.004590868	0.329408201	0.799571723	0.227687365	0.510407133	0.300809822	0.007496275	0.706599941	0.019196709	0.792828268	0.925879064	0.360680241	0.582198434	0.478089984
3-hydroxy-3-methylglutaric acid	0.407908377	0.247352641	0.868660125	0.740689965	0.450741323	0.044641743	0.326487076	0.908852332	0.801295014	0.442795064	0.65965355	0.886654507	0.611685288	0.219463202	0.558259574	0.860256299	0.14622457	0.161257061	0.521506618	0.213559214	0.457554272	0.810035661	0.624227341	0.733462171	0.342316511	0.639942805	0.866634854	0.043757808	0.625509751	0.294630226	0.377089541	0.597963138
2-monoolein	0.572151801	0.496250651	0.736907036	0.722901346	0.174093206	0.752445211	0.626192459	0.573428235	0.275207956	0.49637694	0.560295323	0.470455163	0.482962247	0.435196184	0.642233849	0.224024696	0.463967265	0.006775977	0.985066101	0.682634521	0.319990367	0.939454331	0.123926588	0.74438516	0.500666323	0.565729609	0.26383477	0.1428261	0.411954832	0.861682971	0.298837627	0.747311067
2-ketoisocaproic acid	0.127118103	0.141148701	0.885391468	0.697329704	0.682765085	0.046600821	0.223731773	0.478066064	0.040260391	0.208667478	0.303234971	0.213306073	0.54504339	0.451515657	0.030412767	0.62160107	0.792560514	0.494422065	0.866928367	0.324094219	0.072086711	0.489382049	0.360431805	0.272178126	0.781663953	0.865846405	0.0140881	0.304955044	0.288818661	0.323084178	0.209923219	0.92077593
2-hydroxyvaleric acid	0.167780481	0.263829229	0.750840671	0.586897982	0.660570685	0.848929499	0.414385601	0.924181767	0.923588811	0.613309492	0.857353895	0.146337953	0.282441466	0.980943658	0.146267917	0.571363121	0.773638357	0.493084393	0.264010444	0.86653757	0.3044281	0.684000202	0.770497543	0.013133359	0.171219276	0.747321808	0.079510914	0.031747821	0.05121832	0.770637964	0.550341591	0.986668935
2-hydroxyglutaric acid	0.928753013	0.53481465	0.708612424	0.681862804	0.425068464	0.440999898	0.403342317	0.117797027	0.211253621	0.671755978	0.655644129	0.55172712	0.945950484	0.004087796	0.433330854	0.12274176	0.078524547	0.251033136	0.665554229	0.638803768	0.913348892	0.306504347	0.144482491	0.722793233	0.824718862	0.956374512	0.907509196	0.832311774	0.829033737	0.729406377	0.371626563	0.830287663
2-hydroxybutanoic acid	0.573577456	0.740882013	0.299747889	0.150526204	0.689731682	0.875323159	0.574401509	0.882295898	0.456882025	0.369199161	0.555285907	0.925986581	0.24810326	0.921635359	0.379469593	0.732727684	0.59324276	0.137680078	0.366091475	0.594272542	0.639645997	0.722641805	0.971346473	0.871719848	0.809731526	0.73699473	0.238444017	0.647332606	0.422366665	0.899247229	0.421530669	0.616029434
2-deoxytetronic acid	0.231010647	0.233945289	0.697633339	0.917369283	0.044618488	0.961150498	0.651480444	0.089749642	0.571538334	0.974687038	0.084722725	0.737684804	0.642649142	0.609827427	0.157627217	0.073321839	0.299569573	0.295109178	0.139083344	0.036611811	0.490906514	0.061149846	0.985745834	0.680881411	0.94485148	0.308758847	0.561366991	0.707697661	0.83632857	0.697585742	0.707962944	0.758125262
2-deoxypentitol NIST	0.652458828	0.545700867	0.669483987	0.567060906	0.19673169	0.837141999	0.648440396	0.561426609	0.334710955	0.512131203	0.889364358	0.350304372	0.360916309	0.849962562	0.514087638	0.591456478	0.815653769	0.560302886	0.255256628	0.093262924	0.873478198	0.228861423	0.993838825	0.270813887	0.606336042	0.331237168	0.003589401	0.099439347	0.135266081	0.525139855	0.880962706	0.037327627
2,5-dihydroxypyrazine NIST	0.591509513	0.277711435	0.657847447	0.155878846	0.71942185	0.936400374	0.095838037	0.907685682	0.695974957	0.993309445	0.51509257	0.043869115	0.581006438	0.425749015	0.232406515	0.045619219	0.506607808	0.70841177	0.673637124	0.252053974	0.359666761	0.966239817	0.125704232	0.659264699	0.223406112	0.505374353	0.743648474	0.194681661	0.627499999	0.660000943	0.563088477	0.864207734
2,3-dihydroxybutanoic acid NIST	0.514961592	0.872539575	0.499203203	0.414585731	0.692299278	0.922251763	0.480328865	0.163561103	0.507507942	0.629628464	0.564918348	0.790503636	0.109981947	0.242341234	0.2647948	0.845385704	0.793814211	0.673828983	0.581428792	0.25737661	0.063936627	0.063213636	0.209638648	0.820982525	0.067589446	0.00982461	0.006309094	0.135226289	0.997173902	0.260267025	0.591917902	0.203854156
1-monopalmitin	0.803159132	0.521760968	0.747947996	0.378253347	0.736168669	0.080442876	0.355586057	0.729806195	0.744460243	0.585419611	0.005637532	0.771564899	0.01313634	0.942998946	0.598756065	0.180535133	0.003663547	0.152732301	0.19328598	0.217037599	0.596272283	0.712650162	0.845612324	0.279056082	0.549443428	0.555294056	0.80505044	0.463705786	0.318457031	0.177925636	0.895543939	0.602515412
1-monoolein	0.271885825	0.195475979	0.265509028	0.765518199	0.233881528	0.945047015	0.074899688	0.341177782	0.412711643	0.539610528	0.123195692	0.72257297	0.995413228	0.927910672	0.704524147	0.023046948	0.291869548	0.975424866	0.098786131	0.992528468	0.871777423	0.029531086	0.723847862	0.640567232	0.599583016	0.800748347	0.919578962	0.498521349	0.197011893	0.352300018	0.587961836	0.761606697
1-methylgalactose NIST	0.942696269	0.361000267	0.213361183	0.39371408	0.192264631	0.471272375	0.48455778	0.604445898	0.184927247	0.880669087	0.107480478	0.01496826	0.191719925	0.007044352	0.059413434	0.624788979	0.315281694	0.91418225	0.371842763	0.014864478	0.581735009	0.66243897	0.394925813	0.543827522	0.472180327	0.522471286	0.513643438	0.789927425	0.535902247	0.598664209	0.551074947	0.654823426
1-methyladenosine	0.142768308	0.043347982	0.891732776	0.621173425	0.405768402	0.855577753	0.392872101	0.288177785	0.682941065	0.183595862	0.104491734	0.620697797	0.07788992	0.751566158	0.833169597	0.071925938	0.277141377	0.303186542	0.906854721	0.605307656	0.396469351	0.111415789	0.012120023	0.326497063	0.81400179	0.476211574	0.343191872	0.854472711	0.858729704	0.315286815	0.321144764	0.872248436
1,2-cyclohexanedione	0.432753697	0.099982228	0.174623086	0.261294792	0.654658928	0.601851145	0.291492616	0.578325874	0.116940764	0.882500824	0.364214199	0.257268918	0.106209724	0.662714426	0.147256367	0.266596101	0.395476917	0.064456648	0.363625748	0.432705839	0.927038318	0.271471228	0.64727443	0.672912101	0.920884062	0.447240599	0.4222816	0.569161813	0.302938559	0.991649241	0.75102863	0.804414571
203805	0.448506943	0.108432871	0.033732612	0.644656958	0.700815896	0.832577628	0.568418027	0.995370797	0.884837648	0.073970718	0.513178196	0.615688095	0.873522608	0.305639803	0.796600125	0.53606419	0.001384097	0.630207617	0.933664214	0.06298528	0.625484652	0.658812735	0.921703607	0.05475972	0.657733185	0.953869089	0.964554277	0.34489299	0.73060852	0.58760517	0.847166468	0.871645064
203801	0.414103892	0.856376952	0.860499911	0.420161254	0.946542038	0.463143504	0.242914373	0.766487467	0.890818887	0.866102081	0.847383365	0.900757536	0.889636145	0.933344972	0.777702106	0.118172392	0.363545991	0.137849414	0.02858553	0.703259451	0.713025239	0.83257075	0.335738222	0.446732484	0.785567793	0.013645663	0.529838611	0.888483838	0.78759148	0.98766324	0.699643137	0.715849566
199109	0.631403829	0.309103019	0.979805616	0.897721117	0.094494038	0.653360927	0.33400767	0.576238607	0.929766466	0.599798717	0.25761525	0.244095793	0.324110183	0.458399102	0.624674469	0.814140585	0.904775279	0.110063229	0.496885769	0.853667213	0.429943011	0.686366794	0.031513388	0.117513064	0.705324063	0.793691858	0.853331663	0.566824676	0.167667417	0.515160666	0.353137349	0.225272308
192876	0.684514495	0.901941101	0.826924849	0.009949598	0.700535482	0.795194121	0.170669245	0.45964395	0.797887801	0.90391063	0.594840668	0.202860845	0.043155296	0.005443663	0.83565219	0.290620936	0.782755297	0.662377132	0.125338943	0.912803725	0.99041166	0.631081923	0.609805742	0.087257429	0.46554069	0.036254613	0.560884216	0.379936896	0.266755281	0.904907844	0.28190598	0.665338561
192874	0.237931055	0.565414339	0.358219068	0.306091866	0.522346107	0.26051981	0.917079663	0.173760066	0.889901266	0.804826868	0.398644713	0.384520606	0.989858415	0.031135941	0.505903717	0.282007687	0.7723328	0.752400849	0.695732357	0.936939628	0.470843292	0.092843449	0.832630132	0.209217942	0.533417196	0.965080133	0.088141126	0.654358125	0.770157049	0.602534922	0.452222901	0.295691449
191801	0.515128634	0.07128906	0.078906391	0.344524199	0.68283088	0.346452209	0.361621821	0.554811712	0.126083538	0.419849085	0.978865665	0.169613786	0.999308804	0.13374578	0.151476563	0.527827224	0.595462526	0.083566341	0.907837033	0.875436348	0.775327701	0.515146469	0.398700124	0.916680847	0.60359854	0.393932849	0.482887971	0.999113321	0.930467279	0.520264857	0.760238656	0.381662589
191799	0.502278304	0.073011575	0.156417915	0.736203448	0.055965671	0.862629922	0.695300673	0.661024235	0.652923439	0.048140377	0.471330612	0.744269238	0.654935456	0.569870752	0.428148266	0.931219484	0.944763625	0.011997676	0.887782003	0.178545891	0.705457229	0.556430786	0.421242473	0.03914339	0.575438524	0.565938086	0.748393443	0.368219063	0.877737968	0.552985555	0.867108209	0.330862223
191798	0.143957568	0.400820284	0.468596583	0.848428698	0.723305514	0.039311499	0.705184887	0.195319922	0.636439756	0.498861605	0.14191545	0.439468232	0.485213009	0.604071147	0.067791931	0.817203831	0.077809051	0.265791569	0.752158928	0.002677538	0.265423965	0.303007719	0.91573861	0.522690156	0.127535199	0.369273453	0.480451065	0.419205713	0.300156386	0.28628732	0.57787605	0.079486313
189382	0.859541427	0.336722603	0.085318766	0.083318863	0.927478193	0.65990894	0.691005654	0.586006665	0.285965092	0.522918192	0.458011171	0.743832704	0.993199801	0.289690451	0.398288582	0.215466109	0.528620482	0.657117505	0.33094522	0.332233122	0.780716754	0.650640865	0.094875318	0.459796872	0.563309416	0.975784065	0.151937522	0.065545677	0.707965096	0.778809193	0.115619336	0.979499014
